Admin2,Province/State,Country/Region,09-21-2021,09-22-2021,09-23-2021,09-24-2021,09-25-2021,09-26-2021,09-27-2021,09-28-2021,09-29-2021,09-30-2021,10-01-2021,10-02-2021,10-03-2021,10-04-2021,10-05-2021,10-06-2021,10-07-2021,10-08-2021,10-09-2021,10-10-2021,10-11-2021,10-12-2021,10-13-2021,10-14-2021,10-15-2021,10-16-2021,10-17-2021,10-18-2021,10-19-2021,10-20-2021,10-21-2021,10-22-2021,10-23-2021,10-24-2021,10-25-2021,10-26-2021,10-27-2021,10-28-2021,10-29-2021,10-30-2021,10-31-2021,11-01-2021,11-02-2021,11-03-2021,11-04-2021,11-05-2021,11-06-2021,11-07-2021,11-08-2021,11-09-2021,11-10-2021,11-11-2021,11-12-2021,11-13-2021,11-14-2021,11-15-2021,11-16-2021,11-17-2021,11-18-2021,11-19-2021,11-20-2021,11-21-2021,11-22-2021,11-23-2021,11-24-2021,11-25-2021,11-26-2021,11-27-2021,11-28-2021,11-29-2021,11-30-2021,12-01-2021,12-02-2021,12-03-2021,12-04-2021,12-05-2021,12-06-2021,12-07-2021,12-08-2021,12-09-2021,12-10-2021,12-11-2021,12-12-2021,12-13-2021,12-14-2021,12-15-2021,12-16-2021,12-17-2021,12-18-2021,12-19-2021,12-20-2021,12-21-2021,12-22-2021,12-23-2021,12-24-2021,12-25-2021,12-26-2021,12-27-2021,12-28-2021,12-29-2021,12-30-2021,12-31-2021,01-01-2022,01-02-2022,01-03-2022,01-04-2022,01-05-2022,01-06-2022,01-07-2022,01-08-2022,01-09-2022,01-10-2022,01-11-2022,01-12-2022,01-13-2022,01-14-2022,01-15-2022,01-16-2022,01-17-2022,01-18-2022,01-19-2022,01-20-2022,01-21-2022,01-22-2022,01-23-2022,01-24-2022,01-25-2022,01-26-2022,01-27-2022,01-28-2022,01-29-2022,01-30-2022,01-31-2022,02-01-2022,02-02-2022,02-03-2022,02-04-2022,02-05-2022,02-06-2022,02-07-2022,02-08-2022,02-09-2022,02-10-2022,02-11-2022,02-12-2022,02-13-2022,02-14-2022,02-15-2022,02-16-2022,02-17-2022,02-18-2022,02-19-2022,02-20-2022,02-21-2022,02-22-2022,02-23-2022,02-24-2022,02-25-2022,02-26-2022,02-27-2022,02-28-2022,03-01-2022,03-02-2022,03-03-2022,03-04-2022,03-05-2022,03-06-2022,03-07-2022,03-08-2022,03-09-2022,03-10-2022,03-11-2022,03-12-2022,03-13-2022,03-14-2022,03-15-2022,03-16-2022,03-17-2022,03-18-2022,03-19-2022,03-20-2022,03-21-2022,03-22-2022,03-23-2022,03-24-2022,03-25-2022,03-26-2022,03-27-2022,03-28-2022,03-29-2022,03-30-2022,03-31-2022,04-01-2022,04-02-2022,04-03-2022,04-04-2022,04-05-2022,04-06-2022,04-07-2022,04-08-2022,04-09-2022,04-10-2022,04-11-2022,04-12-2022,04-13-2022,04-14-2022,04-15-2022,04-16-2022,04-17-2022,04-18-2022,04-19-2022,04-20-2022,04-21-2022,04-22-2022,04-23-2022,04-24-2022,04-25-2022,04-26-2022,04-27-2022,04-28-2022,04-29-2022,04-30-2022,05-01-2022,05-02-2022,05-03-2022,05-04-2022,05-05-2022,05-06-2022,05-07-2022,05-08-2022,05-09-2022,05-10-2022,05-11-2022,05-12-2022,05-13-2022,05-14-2022,05-15-2022,05-16-2022,05-17-2022,05-18-2022,05-19-2022,05-20-2022,05-21-2022,05-22-2022,05-23-2022,05-24-2022,05-25-2022,05-26-2022,05-27-2022,05-28-2022,05-29-2022,05-30-2022,05-31-2022,06-01-2022,06-02-2022,06-03-2022,06-04-2022,06-05-2022,06-06-2022,06-07-2022,06-08-2022,06-09-2022,06-10-2022,06-11-2022,06-12-2022,06-13-2022,06-14-2022,06-15-2022,06-16-2022,06-17-2022,06-18-2022,06-19-2022,06-20-2022,06-21-2022,06-22-2022,06-23-2022,06-24-2022,06-25-2022,06-26-2022,06-27-2022,06-28-2022,06-29-2022,06-30-2022,07-01-2022,07-02-2022,07-03-2022,07-04-2022,07-05-2022,07-06-2022,07-07-2022,07-08-2022,07-09-2022,07-09-2022,07-10-2022,07-11-2022,07-12-2022,07-13-2022,07-14-2022,07-15-2022,07-16-2022,07-17-2022,07-18-2022,07-19-2022,07-20-2022,07-21-2022,07-22-2022,07-23-2022,07-24-2022,07-25-2022,07-26-2022,07-27-2022,07-28-2022,07-29-2022,07-30-2022,07-31-2022,08-01-2022,08-02-2022,08-03-2022,08-04-2022,08-05-2022,08-06-2022,08-07-2022,08-08-2022,08-09-2022,08-10-2022,08-11-2022,08-12-2022,08-13-2022,08-14-2022,08-15-2022,08-16-2022,08-17-2022,08-18-2022,08-19-2022,08-20-2022,08-21-2022
,Johor,Malaysia,182341,184221,186134,187941,189318,190773,191999,193318,194607,195848,197065,198186,199167,199948,200834,201939,202932,203796,204655,205369,206146,206811,207514,208318,209105,209858,210590,211288,211937,212547,213142,213690,214193,214759,215263,215751,216306,216881,217339,217774,218137,218545,218964,219405,219834,220239,220634,221015,221317,221747,222187,222836,223353,223902,224334,224778,225257,225795,226361,226858,227357,227851,228225,228794,229280,229885,230315,230652,231056,231469,231963,232451,233086,233507,233994,234340,234797,235235,235642,236193,236693,237173,237495,237873,238309,238712,239183,239582,239989,240286,240641,241019,241486,241884,242280,242696,243038,243399,243696,244125,244558,244940,245366,245773,246102,246386,246730,247140,247439,247815,248141,248419,248737,249154,249610,249990,250409,250780,251131,251595,252061,252475,252919,253487,254011,254461,255028,255728,256533,257237,258020,258783,259579,260447,261531,262463,263220,264121,265703,267072,268752,271073,273910,276770,280008,282427,285227,288007,290613,293469,296185,298900,301544,304241,306441,308722,311421,313790,315675,317493,319860,321627,323576,325555,327914,330627,332975,335034,336755,339741,341961,344527,346825,348798,351217,353458,356035,358025,359646,360932,362373,363461,364388,365419,366405,367640,368366,369130,369986,370737,371515,372469,373092,373756,374266,374755,375315,375741,376366,376922,377466,377870,378364,378723,379041,379443,379756,380069,380363,380577,380756,380942,381156,381290,381419,381530,381642,381745,381869,381991,382096,382207,382293,382367,382402,382452,382489,382539,382596,382677,382781,382907,382995,383121,383247,383302,383389,383458,383522,383585,383647,383715,383800,383869,383952,384008,384080,384124,384168,384220,384267,384318,384347,384380,384422,384461,384495,384556,384599,384643,384700,384756,384813,384856,384911,384979,385037,385093,385161,385221,385261,385317,385379,385442,385501,385553,385622,385677,385749,385821,385875,385941,386020,386080,386159,386223,386312,386369,386441,386521,386590,386670,386670,386745,386804,386887,386938,387032,387139,387212,387298,387384,387477,387603,387733,387865,387950,388061,388170,388244,388364,388472,388567,388657,388746,388860,388942,389055,389150,389278,389401,389517,389633,389729,389849,389993,390111,390193,390291,390426,390555,390667,390784,390900,390978,391079
,Kedah,Malaysia,127544,128551,129334,130242,130950,131671,132331,133150,133802,134835,135545,136119,136789,137417,137993,138549,139052,139630,140067,140468,140825,141342,141831,142247,142675,143078,143448,143772,144124,144436,144755,145187,145532,145953,146286,146632,147128,147490,147960,148305,148676,149002,149349,149730,150085,150382,150614,150939,151264,151905,152114,152465,152817,153121,153487,153885,154324,154749,155158,155565,155929,156204,156676,157147,157505,157947,158375,158834,159087,159420,159832,160198,160530,160918,161253,161577,161934,162299,162703,163041,163378,163686,163855,164118,164385,164648,164909,165149,165386,165562,165839,166048,166267,166474,166743,166935,167104,167377,167622,167858,168186,168386,168640,168865,169119,169356,169530,169747,169963,170150,170373,170638,170898,171081,171266,171444,171653,171828,172096,172499,172758,173033,173348,173690,173979,174374,174741,175196,175624,176135,176577,176997,177502,178083,178615,179101,179852,180699,181603,183051,184514,186083,188039,189662,191291,193132,195865,198514,201475,204718,207255,209684,211938,214424,217007,219691,222270,224891,227353,229413,232195,234996,237748,240990,244050,246996,249717,252601,255616,258795,261722,264230,266522,268854,271236,273627,275661,277577,279106,280459,281572,282974,284193,285433,286685,287530,288315,288967,289746,290480,291307,291914,292443,292907,293237,293575,294031,294431,294787,295118,295429,295686,295986,296274,296576,296814,297003,297166,297280,297413,297537,297680,297806,297897,297991,298096,298209,298291,298395,298493,298550,298593,298655,298672,298694,298734,298774,298835,298881,298944,299036,299156,299254,299337,299398,299449,299492,299539,299598,299662,299732,299818,299875,299927,299982,300044,300113,300149,300207,300248,300282,300332,300377,300413,300459,300503,300534,300563,300612,300646,300698,300741,300792,300822,300850,300900,300958,301022,301084,301128,301164,301200,301230,301282,301336,301385,301422,301446,301484,301533,301585,301642,301705,301740,301796,301822,301870,301937,301988,302048,302103,302161,302161,302198,302239,302285,302364,302463,302539,302652,302732,302825,302951,303077,303186,303301,303416,303517,303662,303792,303951,304093,304243,304340,304454,304584,304752,304889,305012,305133,305220,305321,305451,305611,305755,305879,305982,306083,306168,306259,306382,306474,306565,306662,306748,306818
,Kelantan,Malaysia,104757,106330,107594,108504,109674,110880,111863,112951,114076,115308,116166,117454,118250,119270,120333,121503,122535,123587,124527,125442,126380,127408,128366,129262,130100,130788,131360,132003,132600,133165,133705,134294,134838,135307,135903,136588,137200,137727,138249,138699,139069,139530,140218,140783,141267,141665,142044,142420,143240,144051,144838,145516,146037,146426,146925,147631,148374,149178,149911,150646,151260,151746,152429,153069,153659,154170,154612,155042,155400,155846,156420,157059,157699,158258,158690,159124,159686,160259,160762,161257,161680,162066,162395,162850,163278,163389,163565,163960,164407,164662,164911,165307,165682,166027,166397,166788,167099,167445,167740,168239,168664,169043,169393,169668,169940,170337,170664,170960,171345,171671,171866,172063,172456,172653,172932,173202,173397,173557,173729,174024,174319,174679,175035,175465,175688,175919,176339,176696,177091,177429,177779,178058,178399,178855,179219,179477,179832,180505,180976,181642,182747,183969,185408,186997,188271,189479,190809,192407,194321,196104,197826,199711,201316,203216,205259,207394,209140,210976,212390,213536,214736,216254,218012,219751,221323,222873,224152,226048,227695,229386,231023,232603,233717,234722,235808,237020,238015,238878,239503,240043,240561,241169,241778,242294,242730,243108,243406,243406,244029,244391,244688,244959,245137,245283,245467,245657,245812,245962,246092,246219,246283,246381,246514,246600,246728,246823,246900,246945,246981,247021,247070,247112,247137,247171,247194,247214,247241,247268,247310,247325,247337,247352,247361,247376,247383,247395,247414,247429,247440,247465,247511,247554,247591,247623,247644,247655,247668,247683,247697,247710,247727,247741,247752,247767,247780,247793,247801,247816,247827,247833,247838,247851,247866,247873,247887,247901,247906,247915,247933,247943,247969,247993,248008,248018,248027,248052,248068,248081,248098,248109,248120,248136,248154,248173,248200,248229,248248,248259,248273,248295,248320,248344,248361,248385,248399,248407,248427,248457,248494,248515,248536,248553,248553,248567,248595,248620,248649,248705,248753,248790,248822,248886,248960,249013,249070,249139,249171,249220,249275,249348,249410,249471,249535,249592,249624,249666,249756,249828,249921,249970,250021,250065,250163,250243,250342,250417,250488,250552,250598,250717,250830,250908,250985,251068,251105,251150
,Melaka,Malaysia,55415,55728,56020,56421,56760,57122,57468,57771,58146,58340,58718,58939,59145,59364,59610,59810,60070,60314,60603,60806,60994,61189,61377,61632,61921,62182,62388,62599,62767,62879,63114,63297,63520,63782,63959,64212,64368,64621,64885,65108,65333,65517,65731,65885,66135,66336,66508,66660,66828,67096,67153,67311,67610,67808,68024,68184,68300,68437,68744,68977,69169,69311,69602,69714,69905,70196,70425,70602,70761,70936,71075,71199,71448,71674,71899,72158,72380,72561,72690,73063,73309,73511,73661,73804,73963,74058,74197,74349,74621,74800,74888,75007,75074,75224,75342,75450,75580,75656,75800,75901,76140,76290,76472,76620,76741,76846,76920,77088,77229,77428,77567,77690,77876,77952,78197,78363,78517,78661,78862,78995,79072,79239,79436,79604,79805,79885,80079,80232,80531,80888,81157,81553,81720,81970,82200,82501,82753,83148,83605,84101,84488,84835,85563,86551,87207,87636,88302,88848,89444,90164,90688,91506,92219,92622,93233,93833,94721,95452,96197,96947,97522,98029,98693,99514,100255,101186,101982,102845,103399,104124,104856,105694,106460,107023,107587,108222,108949,109699,110344,110983,111491,111913,112449,113022,113616,114302,114790,115193,115502,115852,116183,116521,116960,117277,117496,117708,117871,118077,118340,118690,118896,119121,119226,119349,119493,119730,119993,120281,120433,120527,120752,120938,121050,121174,121269,121356,121413,121487,121636,121744,121824,121915,122035,122127,122155,122175,122251,122308,122368,122431,122482,122609,122749,122885,122993,123090,123171,123210,123244,123335,123446,123562,123670,123774,123860,123964,124063,124112,124174,124242,124276,124317,124360,124424,124479,124544,124588,124619,124649,124661,124699,124745,124799,124847,124902,124948,125024,125088,125147,125201,125280,125333,125391,125423,125480,125589,125643,125711,125767,125823,125877,125979,126074,126184,126242,126308,126352,126394,126491,126598,126695,126788,126788,126850,126916,126977,127087,127229,127369,127497,127605,127710,127816,127963,128063,128200,128317,128448,128550,128653,128824,128975,129087,129208,129322,129412,129492,129661,129820,129975,130117,130218,130333,130463,130611,130766,130934,131101,131209,131315,131466,131630,131782,131923,132052,132137
,Negeri Sembilan,Malaysia,95884,96054,96229,96386,96580,96745,96855,96944,97113,97245,97442,97652,97843,97951,98073,98264,98444,98687,98885,99081,99244,99382,99549,99733,99932,100168,100382,100533,100647,100774,100941,101133,101332,101550,101695,101894,102070,102319,102566,102779,102954,103098,103217,103373,103561,103788,103937,104085,104276,104443,104635,104910,105209,105446,105620,105859,106057,106301,106540,106754,106977,107174,107306,107445,107647,107827,107986,108190,108342,108449,108597,108777,108958,109177,109407,109514,109703,109915,110166,110402,110667,110828,110977,111097,111256,111458,111661,111846,111974,112096,112197,112292,112413,112566,112707,112831,112945,113037,113131,113249,113488,113564,113661,113750,113821,113938,114119,114279,114451,114590,114748,114831,114982,115088,115246,115403,115514,115717,115800,115971,116152,116370,116710,116954,117212,117450,117651,117962,118355,118663,118980,119184,119438,119654,119880,120090,120427,120843,121307,121675,122069,122687,123684,124919,125650,126633,127340,128024,129484,130223,131935,133392,134082,135407,136564,138562,140402,141991,143455,144975,146007,147815,149188,151233,152912,154477,156042,157617,159500,161298,163413,165386,167172,169122,170481,172028,173996,175878,177380,178785,179670,180265,181326,182442,183330,184464,185768,186324,186812,187786,188551,189628,190216,190610,191022,191608,192048,192874,193488,194067,194586,195076,195548,196041,196593,197099,197603,198023,198353,198643,199113,199492,199741,200085,200350,200611,200806,201007,201127,201320,201461,201581,201635,201677,201735,201794,201835,201878,201962,202067,202183,202378,202666,202861,203069,203231,203343,203393,203505,203634,203732,203852,203977,204075,204138,204256,204370,204482,204607,204702,204744,204792,204864,205004,205125,205237,205317,205398,205452,205478,205543,205632,205720,205809,205893,205917,206022,206127,206221,206303,206375,206459,206541,206610,206697,206853,207002,207169,207256,207380,207463,207568,207736,207891,208028,208131,208234,208410,208570,208767,208965,209161,209161,209292,209430,209552,209726,210002,210238,210514,210701,210866,211054,211284,211569,211821,212035,212250,212355,212525,212698,212942,213137,213358,213592,213745,213912,214139,214402,214633,214837,214983,215108,215348,215601,215917,216212,216331,216526,216688,216909,217102,217422,217663,217824,217991
,Pahang,Malaysia,58406,59094,59963,60561,61340,61944,62683,63360,64023,64720,65551,66052,66682,67204,67900,68411,68975,69526,70079,70451,70877,71261,71603,71892,72248,72549,72854,73107,73330,73562,73856,74158,74493,74745,75001,75220,75585,75928,76295,76645,76901,77189,77439,77755,78065,78332,78599,78819,79092,79359,79717,80120,80551,80907,81220,81487,81816,82193,82618,82976,83338,83603,83959,84237,84613,85039,85397,85726,86050,86305,86626,86952,87306,87625,87924,88202,88480,88843,89256,89694,90119,90445,90746,91025,91354,91672,92024,92347,92596,92746,92914,93079,93293,93487,93712,93912,94074,94254,94469,94777,95031,95346,95614,95817,95975,96121,96274,96534,96760,96979,97127,97320,97498,97708,97961,98165,98360,98567,98694,98861,99031,99275,99501,99691,99955,100139,100333,100589,100889,101165,101355,101559,101761,101965,102239,102569,102900,103370,103994,104575,105271,106010,106805,107813,108876,109975,110913,111749,112697,113793,115169,116536,118117,119482,121150,122710,124357,126002,127638,129099,130246,131515,132846,134758,136293,137912,139756,141614,143023,144552,146153,148159,149583,150935,152086,153141,154443,155877,156877,157886,158986,159757,160716,161608,162239,162847,163481,163864,164277,164831,165318,165798,166294,166829,167116,167422,167674,167994,168310,168631,168845,169038,169152,169305,169481,169624,169756,169888,169981,170045,170135,170202,170263,170324,170399,170464,170504,170560,170608,170682,170740,170801,170840,170851,170870,170892,170901,170928,170953,170988,171024,171070,171143,171200,171258,171316,171344,171380,171402,171428,171468,171498,171523,171545,171557,171576,171596,171621,171644,171665,171678,171691,171704,171717,171734,171753,171768,171785,171794,171802,171814,171839,171867,171894,171918,171930,171947,171973,172001,172027,172046,172065,172088,172111,172144,172174,172212,172251,172271,172301,172332,172388,172438,172498,172541,172568,172595,172646,172684,172746,172792,172833,172833,172871,172899,172944,173016,173096,173166,173222,173292,173334,173388,173451,173492,173553,173609,173647,173682,173729,173803,173874,173947,174016,174054,174088,174141,174207,174296,174389,174470,174522,174564,174623,174703,174782,174872,174946,175000,175052,175122,175205,175305,175381,175455,175521
,Perak,Malaysia,93352,94842,95686,96830,97958,98952,99665,100343,101314,102227,103186,104050,104719,105267,105740,106369,107163,107806,108530,109119,109533,109869,110274,110683,110985,111292,111753,112116,112457,112850,113234,113615,114026,114375,114669,114926,115177,115474,115730,115961,116185,116375,116594,116784,116994,117252,117453,117639,117847,118066,118208,118454,118697,118964,119222,119424,119674,119917,120221,120505,120742,120919,121147,121373,121592,121872,122134,122365,122585,122790,123000,123205,123433,123681,123916,124170,124401,124571,124754,124998,125235,125442,125683,125888,126027,126261,126470,126650,126878,127067,127179,127293,127451,127657,127851,128015,128176,128365,128482,128655,128864,129039,129203,129352,129464,129565,129687,129853,130014,130146,130267,130383,130496,130637,130790,130927,131047,131167,131270,131356,131494,131618,131784,131920,132079,132199,132325,132473,132615,132766,132965,133095,133253,133413,133585,133803,134011,134242,134563,134975,135327,135722,136095,136538,137041,137485,137946,138504,138927,139413,139902,140377,140735,141200,142225,143447,144999,146577,147898,149228,150563,151851,153281,154994,156538,158029,159291,160433,161712,163154,164623,166117,167672,168964,170086,171382,172828,174389,176092,177495,178795,179810,180980,182193,183517,184718,185903,185903,187221,187922,188705,189456,190244,190799,191290,191693,192070,192692,193241,193878,194461,194926,195283,195656,196126,196527,197032,197416,197829,198116,198381,198691,198992,199335,199647,199817,199918,200055,200197,200390,200565,200688,200784,200857,200898,200935,200976,201040,201110,201201,201298,201418,201639,201838,202012,202128,202233,202311,202406,202500,202625,202737,202835,202920,202995,203051,203168,203277,203398,203476,203557,203639,203712,203863,204004,204133,204225,204315,204373,204420,204479,204622,204735,204857,204963,205037,205106,205224,205340,205488,205625,205720,205782,205880,205993,206116,206251,206380,206481,206585,206688,206840,206983,207192,207393,207632,207785,207979,208222,208517,208792,209037,209037,209267,209433,209605,209812,210086,210485,210791,211059,211288,211582,211939,212299,212625,212949,213202,213412,213635,213941,214272,214544,214824,215066,215290,215527,215843,216170,216494,216783,217028,217221,217469,217843,218199,218529,218813,219034,219206,219418,219714,219989,220292,220514,220709
,Perlis,Malaysia,3274,3371,3484,3549,3566,3646,3697,3716,3795,3892,3973,4031,4097,4133,4180,4222,4422,4516,4582,4630,4659,4716,4748,4830,4884,4914,4965,4983,4988,5017,5050,5093,5132,5172,5192,5215,5257,5340,5380,5415,5431,5477,5531,5558,5596,5618,5648,5667,5692,5730,5760,5820,5874,5900,5911,5919,5944,5971,5992,6008,6027,6039,6052,6083,6126,6172,6202,6235,6254,6282,6326,6374,6421,6470,6514,6531,6565,6611,6644,6684,6719,6758,6765,6789,6828,6849,6878,6899,6932,6948,6968,6995,7008,7037,7057,7083,7094,7107,7129,7147,7154,7169,7191,7204,7216,7261,7286,7307,7321,7341,7349,7351,7363,7376,7384,7399,7402,7405,7413,7424,7433,7444,7458,7475,7488,7492,7500,7517,7533,7551,7579,7607,7618,7662,7682,7714,7766,7854,7898,7996,8129,8281,8387,8514,8653,8782,8911,9105,9219,9504,9709,9900,10013,10232,10531,10835,11097,11370,11577,11898,12093,12393,12604,12877,13147,13375,13581,13707,13897,14121,14369,14620,14811,14900,15053,15239,15398,15569,15697,15820,15910,16014,16145,16251,16341,16388,16485,16522,16574,16640,16673,16721,16753,16798,16824,16844,16877,16918,16953,16987,17016,17042,17065,17088,17104,17127,17141,17147,17160,17170,17176,17189,17209,17216,17219,17226,17237,17245,17255,17260,17269,17273,17274,17275,17276,17278,17285,17299,17302,17308,17321,17329,17338,17348,17356,17362,17368,17368,17373,17376,17382,17393,17395,17401,17402,17404,17405,17408,17411,17416,17420,17423,17427,17432,17436,17441,17446,17451,17451,17454,17460,17467,17469,17476,17481,17484,17490,17499,17503,17507,17508,17511,17519,17523,17529,17535,17542,17552,17559,17570,17578,17586,17596,17601,17610,17615,17620,17630,17641,17648,17674,17682,17682,17686,17687,17690,17704,17715,17723,17732,17740,17745,17785,17793,17806,17813,17822,17828,17834,17848,17854,17866,17872,17887,17890,17896,17908,17932,17953,17965,17977,17986,17990,18000,18016,18022,18035,18048,18060,18068,18073,18090,18096,18099,18108,18117
,Pulau Pinang,Malaysia,121371,122595,123647,124878,125938,126893,127686,128581,129444,130207,130986,131756,132376,133229,133824,134447,135168,135800,136337,136879,137320,137726,138200,138787,139326,139737,140175,140407,140800,141178,141559,141999,142337,142616,142887,143265,143590,143974,144322,144592,144847,145165,145441,145687,146027,146254,146479,146724,146980,147233,147543,147819,148073,148378,148703,148923,149159,149380,149707,150063,150430,150701,150947,151209,151479,151742,152111,152338,152600,152879,153190,153482,153744,154035,154379,154640,154883,155271,155562,155837,156116,156461,156704,156980,157265,157544,157793,158065,158313,158529,158754,158967,159159,159381,159644,159854,160101,160298,160481,160659,160987,161104,161310,161476,161636,161866,162088,162310,162529,162698,162884,163049,163246,163425,163589,163787,163987,164165,164249,164450,164597,164822,165132,165381,165587,165809,166028,166211,166607,166849,167094,167420,167724,168150,168583,168970,169330,169852,170394,171087,172110,173120,174387,175877,177451,179017,180673,182354,184496,186495,188583,190769,192580,194332,196933,199508,202083,204614,207049,208597,210325,212702,215124,217612,220204,222825,224488,226324,228749,231211,233984,236734,239267,240815,242952,245276,247717,250032,252338,254266,256038,257348,258643,259942,261519,262796,263941,264931,265571,266250,266934,267724,268454,268894,269466,269880,270337,270845,271465,271990,272362,272717,273026,273381,273726,274066,274368,274727,274927,275093,275330,275534,275727,275950,276119,276298,276463,276588,276776,277000,277209,277355,277452,277555,277638,277698,277763,277863,278001,278157,278308,278482,278690,278882,279111,279300,279471,279622,279745,279890,280004,280123,280249,280389,280482,280606,280725,280842,280948,281070,281160,281254,281338,281451,281576,281687,281797,281902,281994,282072,282161,282245,282397,282528,282661,282766,282902,283047,283214,283382,283535,283627,283782,283907,284055,284258,284434,284607,284786,284955,285066,285204,285323,285461,285588,285728,285805,285912,286031,286159,286280,286427,286427,286571,286683,286780,286941,287101,287320,287585,287817,287986,288164,288369,288606,288807,288993,289229,289401,289612,289877,290100,290346,290537,290753,290924,291096,291291,291521,291753,291950,292151,292257,292374,292543,292753,292909,293043,293162,293251,293345,293468,293611,293753,293864,293955
,Sabah,Malaysia,188124,189323,190952,192225,193187,194265,195016,195981,196981,197974,198846,199629,200396,201073,201878,202668,203488,204193,204954,205516,206048,206755,207506,208197,208917,209556,210060,210557,211252,211678,212329,212970,213562,214064,214514,215079,215664,216263,216852,217502,217949,218342,218891,219566,220221,220775,221344,221749,222113,222877,223231,223810,224421,224918,225360,225860,226347,226946,227487,228030,228575,229012,229497,230023,230645,231158,231644,232082,232490,232832,233233,233700,234127,234501,234852,235146,235417,235724,236046,236375,236638,236925,237122,237303,237535,237759,237954,238120,238357,238546,238668,238824,239026,239187,239355,239482,239590,239715,239883,240075,240500,240532,240796,240961,241122,241380,241660,241905,242147,242346,242544,242705,242958,243238,243495,243739,244004,244217,244380,244581,244823,245079,245255,245473,245645,245763,246077,246412,246754,247112,247379,247752,248119,248609,249055,249531,250440,251645,252930,254530,256599,259932,262901,266262,270369,274260,278295,282669,287751,292545,298110,303469,308476,313246,317652,321623,326515,330771,334506,337380,339554,341712,343948,346665,348796,350574,352089,353324,354540,355892,357046,358222,359018,359863,360485,361076,361784,362553,363149,363570,363909,364325,364727,365115,365551,365923,366192,366437,366631,366882,367195,367409,367679,367913,368080,368220,368418,368606,368782,368954,369060,369184,369249,369399,369557,369679,369780,369843,369912,369970,370049,370132,370217,370366,370431,370491,370539,370590,370630,370666,370712,370760,370774,370788,370800,370823,370849,370875,370897,370926,370964,371003,371060,371117,371195,371246,371289,371337,371364,371406,371462,371525,371566,371609,371652,371704,371770,371845,371921,371978,372017,372058,372094,372122,372154,372205,372260,372305,372368,372431,372496,372563,372650,372688,372746,372818,372900,372998,373097,373212,373339,373432,373508,373604,373729,373866,374036,374228,374341,374464,374624,374787,374941,375076,375230,375369,375488,375631,375827,376032,376208,376400,376400,376608,376772,376949,377190,377371,377632,377906,378137,378361,378595,378874,379141,379383,379626,379852,380055,380264,380502,380751,381043,381294,381546,381787,382059,382336,382617,382932,383199,383464,383709,383994,384363,384723,385077,385405,385664,385916,386189,386507,386788,387060,387322,387547
